,root_term,CUI,CUI_name,root_list
961,anxiety,C4305286,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version total anxiety and depression score,True
962,anxiety,C4053922,Trouble Focusing,True
963,anxiety,C4288439,Past Seven Days Anxiety Interfering with Usual or Daily Activities,True
964,anxiety,C4288519,PHQ Screener Version - Anxiety Attack Hot Flash or Chill,True
965,anxiety,C4288520,PHQ Screener Version - Anxiety Attack Heart Race or Pound,True
966,anxiety,C4288525,PHQ Screener Version - Anxiety Attack Afraid You Were Dying,True
967,anxiety,C2963931,I felt like I needed help for my anxiety in past 7D,True
968,anxiety,C2964383,PROMIS item bank - emotional distress - anxiety - version 1.0,True
969,anxiety,C2964394,PROMIS pediatric item bank - emotional distress - anxiety - version 1.0,True
970,anxiety,C2964403,PROMIS pediatric short form - emotional distress - anxiety - 8a - version 1.0,True
971,anxiety,C2964410,PROMIS short form - emotional distress - anxiety - 7a - version 1.0,True
972,anxiety,C3175130,How much did the worry or anxiety interfere with your life or activities,True
973,anxiety,C3257895,Neuro-Qol pediatric item bank - anxiety - version 1.0,True
974,anxiety,C3257904,Neuro-Qol pediatric short form - anxiety - version 1.0,True
975,anxiety,C3261876,Neuro-Qol pediatric item bank - anxiety - version 1.0:-:Pt:^Patient:-:NeuroQol.Peds,True
976,anxiety,C3261885,Neuro-Qol pediatric short form - anxiety - version 1.0:-:Pt:^Patient:-:NeuroQol.Peds,True
977,anxiety,C3263514,"Patient Health Questionnaire-somatic, anxiety, and depressive symptoms (PHQ-SADS):-:Point in time:^Patient:-",True
978,anxiety,C3475799,I have attacks of anxiety or panic in the last 2W or more,True
979,anxiety,C3476323,"Patient health questionnaire-somatic, anxiety, and depressive symptoms total score",True
980,anxiety,C3482339,"Patient health questionnaire-somatic, anxiety, and depressive symptoms total score:Score:Pt:^Patient:Qn:Reported.PHQ",True
981,anxiety,C3482342,Generalized anxiety disorder 7 item total score:Score:Pt:^Patient:Qn:Reported.PHQ,True
982,anxiety,C3483843,I have attacks of anxiety or panic in the last 2W or more:Find:Pt:^Patient:Ord:M3,True
983,anxiety,C3533031,"My mood rapidly cycled in terms of anxiety, anger, and depression in last W",True
984,anxiety,C3668850,PROMIS item bank - emotional distress - anxiety - version 1.0:-:Point in time:^Patient:-:PROMIS,True
985,anxiety,C3668966,PROMIS pediatric item bank - emotional distress - anxiety - version 1.0:-:Pt:^Patient:-:PROMIS,True
986,anxiety,C3668975,ROMIS pediatric short form - emotional distress - anxiety - 8a - version 1.0:-:Pt:^Patient:-:PROMIS,True
987,anxiety,C3669156,PROMIS short form - emotional distress - anxiety - 7a - version 1.0:-:Pt:^Patient:-:PROMIS,True
988,anxiety,C3840649,"Tranquilizers or anti-anxiety drugs, for example, valium, librium, muscle relaxants, or zanax",True
989,anxiety,C4018937,PROMIS short form - emotional distress: anxiety 4a - version 1.0:-:Pt:^Patient:-:PROMIS,True
990,anxiety,C4018938,PROMIS short form - emotional distress: anxiety 4a - version 1.0,True
991,anxiety,C4019062,PROMIS pediatric short form - emotional distress: anxiety 8b - version 1.1,True
992,anxiety,C4019063,PROMIS pediatric short form - emotional distress: anxiety 8b - version 1.1:-:1W:^Patient:-:PROMIS.PEDS,True
993,anxiety,C4034243,PROMIS emotional distress - anxiety - version 1.0 T-score,True
994,anxiety,C4034262,PROMIS pediatric emotional distress - anxiety - version 1.0 T-score,True
995,anxiety,C4036612,PROMIS pediatric emotional distress - anxiety - version 1.0 T-score:Tscore:Pt:^Patient:Qn:PROMIS.PEDS,True
996,anxiety,C4723929,PROMIS cancer item bank - emotional distress - anxiety - version 1.0:-:Pt:^Patient:-:PROMIS,True
997,anxiety,C4724529,PROMIS cancer emotional distress - anxiety - version 1.0 T-score:Tscore:Pt:^Patient:Qn:PROMIS,True
998,anxiety,C4724530,PROMIS cancer emotional distress - anxiety - version 1.0 T-score,True
999,anxiety,C4724533,PROMIS cancer item bank - emotional distress - anxiety - version 1.0,True
1000,anxiety,C4739997,"Over the past W, are you able to deal with feelings of anxiety or being nervous",True
1001,anxiety,C4759982,PROMIS parent proxy short form - anxiety 8a - version 2.0:-:7 days:^Patient:-:PROMIS.PARENTPROXY,True
1002,anxiety,C4759983,PROMIS parent proxy short form - anxiety 8a - version 2.0,True
1003,anxiety,C4760339,PROMIS parent proxy anxiety - version 2.0 T-score,True
1004,anxiety,C4760340,PROMIS parent proxy anxiety - version 2.0 T-score:T Score:Point in time:^Patient:Quantitative:PROMIS.PARENTPROXY,True
1005,anxiety,C4760415,PROMIS parent proxy item bank - anxiety - version 2.0,True
1006,anxiety,C4760416,PROMIS parent proxy item bank - anxiety - version 2.0:-:7 days:^Patient:-:PROMIS.PARENTPROXY,True
1007,anxiety,C5142397,Current level of confidence I can keep anxiety from becoming overwhelming,True
1008,anxiety,C5142402,Current level of confidence I can focus on something else to decrease anxiety,True
1009,anxiety,C2874568,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced anxiety disorder",True
1010,anxiety,C2874935,"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders (F40-F48)",True
1011,anxiety,C2919392,Marks and Mathews fear questionnaire total associated anxiety and depression score,True
1012,anxiety,C2919549,Assessment using generalized anxiety disorder 7 item score,True
1013,anxiety,C4275106,GAD-7 (Generalized Anxiety Disorder 7) scale declined,True
1014,anxiety,C4305161,RCADS (Revised Children's Anxiety and Depression Scale) obsession compulsion subscale,True
1015,anxiety,C4305170,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) depression subscale,True
1016,anxiety,C4305173,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) obsession compulsion subscale,True
1017,anxiety,C4305174,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) panic subscale,True
1018,anxiety,C4305176,CADS (Revised Children's Anxiety and Depression Scale) social phobia subscale,True
1019,anxiety,C4305261,RCADS (Revised Children's Anxiety and Depression Scale) obsessions compulsion score,True
1020,anxiety,C4305285,Assessment using RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version),True
1021,anxiety,C4305288,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version social phobia score,True
1022,anxiety,C4305290,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version depression score,True
1023,anxiety,C4305291,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version obsession compulsion score,True
1024,anxiety,C4305294,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) observable,True
1025,anxiety,C4305290;C4305595;C4305286;C4305287;C4305289;C4305594;C4305288;C4305291,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version depression score,False
1026,anxiety,C4305289,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version generalized anxiety score,False
1027,anxiety,C4305291,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version obsession compulsion score,False
1028,anxiety,C4305595,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version panic score,False
1029,anxiety,C4305594,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version separation anxiety score,False
1030,anxiety,C4305288,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version social phobia score,False
1031,anxiety,C4305286;C4305287,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version total anxiety score,False
1032,anxiety,C4305286;C4305287,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version total anxiety and depression score,False
1033,anxiety,C4305297,RCADS (Revised Children's Anxiety and Depression Scale) social phobia score,True
1034,anxiety,C4305371,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) social phobia subscale,True
1035,anxiety,C4305595,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version panic score,True
1036,anxiety,C4511582,Severe major depressive disorder co-occurrent with anxiety single episode,True
1037,anxiety,C4511584,Moderate major depressive disorder co-occurrent with anxiety single episode,True
1038,anxiety,C4511585,Mild major depressive disorder co-occurrent with anxiety single episode,True
1039,anxiety,C4706725,Recurrent mild major depressive disorder co-occurrent with anxiety,True
1040,anxiety,C4706726,Recurrent moderate major depressive disorder co-occurrent with anxiety,True
1041,anxiety,C4706727,Recurrent severe major depressive disorder co-occurrent with anxiety,True
1042,anxiety,C4706788,Recurrent major depressive disorder co-occurrent with anxiety in full remission,True
1043,anxiety,C4706815,Recurrent major depressive disorder in partial remission co-occurrent with anxiety,True
1044,anxiety,C2963976,I found it hard to focus on anything other than my anxiety in past 7D,True
1045,anxiety,C3166724,"When you have sudden anxiety attacks, do they usually occur in specific situations that cause you unreasonably strong fear",True
1046,anxiety,C3175129,How much did the worry or anxiety interfere with your life or activities:Find:Pt:^Patient:Ord:CIDI-SF,True
1047,anxiety,C3263499,"In the last 4W, have you had an anxiety attack - suddenly feeling fear or panic:Find:4W:^Patient:Ord:Reported.PHQ",True
1048,anxiety,C3263500,"In the last 4W, have you had an anxiety attack - suddenly feeling fear or panic",True
1049,anxiety,C3475800,I have attacks of anxiety or panic since I took my last screen,True
1050,anxiety,C3484046,I have attacks of anxiety or panic since I took my last screen:Find:Pt:^Patient:Ord:M3,True
1051,anxiety,C3699022,I felt like I needed help for my anxiety in past 7D:Find:7D:^Patient:Ord:PROMIS,True
1052,anxiety,C3699036,I found it hard to focus on anything other than my anxiety in past 7D:Find:7D:^Patient:Ord:PROMIS,True
1053,anxiety,C3699297,"My mood rapidly cycled in terms of anxiety, anger, and depression in last W:Find:1W:^Patient:Ord:BSL-23",True
1054,anxiety,C4018939,PROMIS short form - emotional distress: anxiety 4a - version 1.0 raw score:Score:Pt:^Patient:Qn:PROMIS,True
1055,anxiety,C4018940,PROMIS short form - emotional distress: anxiety 4a - version 1.0 raw score,True
1056,anxiety,C4018941,PROMIS short form - emotional distress: anxiety 7a - version 1.0 raw score:Score:Pt:^Patient:Qn:PROMIS,True
1057,anxiety,C4018942,PROMIS short form - emotional distress: anxiety 7a - version 1.0 raw score,True
1058,anxiety,C4019397,PROMIS pediatric short form - emotional distress: anxiety 8a - version 1.0 raw score,True
1059,anxiety,C4019398,PROMIS pediatric short form - emotional distress: anxiety 8a - version 1.0 raw score:Score:Pt:^Patient:Qn:PROMIS.PEDS,True
1060,anxiety,C4049895,PROMIS pediatric short form - emotional distress - anxiety 8b - version 1.1 raw score,True
1061,anxiety,C4049896,PROMIS pediatric short form - emotional distress - anxiety 8b - version 1.1 raw score:Score:1W:^Patient:Qn:PROMIS.PEDS,True
1062,anxiety,C4695148,Fear-Separation Anxiety Survey version 2.0 - parent report - fixed length form - ages 3-7:-:Pt:^Patient:-:NIH Toolbox,True
1063,anxiety,C4695149,Fear-Separation Anxiety Survey version 2.0 - parent report - fixed length form - ages 3-7,True
1064,anxiety,C4739996,"Over the past W, are you able to deal with feelings of anxiety or being nervous:Find:1W:^Patient:Ord:HAQ",True
1065,anxiety,C4759984,PROMIS parent proxy short form - anxiety 8a - version 2.0 raw score:Score:7 days:^Patient:Quantitative:PROMIS.PARENTPROXY,True
1066,anxiety,C4759985,PROMIS parent proxy short form - anxiety 8a - version 2.0 raw score,True
1067,anxiety,C5141421,Fear-Separation Anxiety Survey version 2.0 - parent report - ages 3-7 - T-score,True
1068,anxiety,C5142388,Current level of confidence I can relax my body to reduce my anxiety,True
1069,anxiety,C5142392,Current level of confidence I can manage my anxiety about telling others I have health problems,True
1070,anxiety,C5143153,Fear-Separation Anxiety Survey version 2.0 - parent report - ages 3-7 - T-score:Tscore:Pt:^Patient:Qn:NIH Toolbox,True
1071,anxiety,C5144328,Current level of confidence I can relax my body to reduce my anxiety:Find:Pt:^Patient:Ord:PROMIS,True
1072,anxiety,C5144332,Current level of confidence I can manage my anxiety about telling others I have health problems:Find:Pt:^Patient:Ord:PROMIS,True
1073,anxiety,C5144337,Current level of confidence I can keep anxiety from becoming overwhelming:Find:Pt:^Patient:Ord:PROMIS,True
1074,anxiety,C5144342,Current level of confidence I can focus on something else to decrease anxiety:Find:Pt:^Patient:Ord:PROMIS,True
1075,anxiety,C3175150,"Do you experience frustration, tension or anxiety over not being able to go to sleep during the night when you cannot fall asleep",True
1076,anxiety,C3176089,"When you have sudden anxiety attacks, do they usually occur in specific situations that cause you unreasonably strong fear:Find:Pt:^Patient:Ord:CIDI-SF",True
1077,anxiety,C5142395,"Current level of confidence I can manage anxiety about injuring myself or others (for example: falling, dropping a child, a driving accident)",True
1078,anxiety,C5144335,"Current level of confidence I can manage anxiety about injuring myself or others (for example: falling, dropping a child, a driving accident):Find:Pt:^Patient:Ord:PROMIS",True
1079,depression,C0011570,Mental Depression,True
1080,depression,C4049644,Depression Scale (BASC-2),True
1081,depression,C4084909,Depression Subordinate Domain,True
1082,depression,C4085311,Depression - recess,True
1083,depression,C4553827,Depression Visual Analogue Scale,True
1084,depression,C0011581,Depressive disorder,True
1085,depression,C0559477;C4284586;C4718833;C3640069,Perinatal depression,False
1086,depression,C4544421,Postpartum major depression in remission,False
1087,depression,C3838981,Major depressive disorder in mother complicating childbirth,False
1088,depression,C3839814,Major depressive disorder in mother complicating pregnancy,False
1089,depression,C3838728;C3838981,Depressive disorder in mother complicating childbirth,False
1090,depression,C3266785,Severe seasonal affective disorder,False
1091,depression,C0520666,"Chronic major depressive disorder, single episode",False
1092,depression,C0270476,"Severe recurrent major depression with psychotic features, mood-incongruent",False
1093,depression,C0154404,"Moderate major depression, single episode",False
1094,depression,C5192385,Depressive disorder caused by amphetamine,False
1095,depression,C5229433,Depressive disorder caused by methamphetamine,False
1096,depression,C4706725,Recurrent mild major depressive disorder co-occurrent with anxiety,False
1097,depression,C4706727,Recurrent severe major depressive disorder co-occurrent with anxiety,False
